Berichtsdatum,Anzahl COVID-19-Fälle,Differenz Vortag Fälle,Todesfälle,Differenz Vortag Todesfälle,Fall-Verstorbenen-Anteil,Fälle ohne Todesfälle
2021-01-27T00:00:00Z,2161275,13198,53972,982,0.025,2107303
2021-01-28T00:00:00Z,2178828,17553,54913,941,0.0252,2123915
2021-01-29T00:00:00Z,2192850,14022,55752,839,0.0254,2137098
2021-01-30T00:00:00Z,2205171,12321,56546,794,0.0256,2148625
2021-01-31T00:00:00Z,2216363,11192,56945,399,0.0257,2159418
2021-02-01T00:00:00Z,2221971,5608,57120,175,0.0257,2164851
2021-02-02T00:00:00Z,2228085,6114,57981,861,0.026,2170104
2021-02-03T00:00:00Z,2237790,9705,58956,975,0.0263,2178834
2021-02-04T00:00:00Z,2252001,14211,59742,786,0.0265,2192259
2021-02-05T00:00:00Z,2264909,12908,60597,855,0.0268,2204312
2021-02-06T00:00:00Z,2275394,10485,61286,689,0.0269,2214108
2021-02-07T00:00:00Z,2284010,8616,61517,231,0.0269,2222493
2021-02-08T00:00:00Z,2288545,4535,61675,158,0.0269,2226870
2021-02-09T00:00:00Z,2291924,3379,62156,481,0.0271,2229768
2021-02-10T00:00:00Z,2299996,8072,62969,813,0.0274,2237027
2021-02-11T00:00:00Z,2310233,10237,63635,666,0.0275,2246598
2021-02-12T00:00:00Z,2320093,9860,64191,556,0.0277,2255902
2021-02-13T00:00:00Z,2328447,8354,64742,551,0.0278,2263705
2021-02-14T00:00:00Z,2334561,6114,64960,218,0.0278,2269601
2021-02-15T00:00:00Z,2338987,4426,65076,116,0.0278,2273911
2021-02-16T00:00:00Z,2342843,3856,65604,528,0.028,2277239
2021-02-17T00:00:00Z,2350399,7556,66164,560,0.0282,2284235
2021-02-18T00:00:00Z,2360606,10207,66698,534,0.0283,2293908
2021-02-19T00:00:00Z,2369719,9113,67206,508,0.0284,2302513
2021-02-20T00:00:00Z,2378883,9164,67696,490,0.0285,2311187
2021-02-21T00:00:00Z,2386559,7676,67841,145,0.0284,2318718
2021-02-22T00:00:00Z,2390928,4369,67903,62,0.0284,2323025
2021-02-23T00:00:00Z,2394811,3883,68318,415,0.0285,2326493
2021-02-24T00:00:00Z,2402818,8007,68740,422,0.0286,2334078
2021-02-25T00:00:00Z,2414687,11869,69125,385,0.0286,2345562
2021-02-26T00:00:00Z,2424684,9997,69519,394,0.0287,2355165
2021-02-27T00:00:00Z,2434446,9762,69888,369,0.0287,2364558
2021-02-28T00:00:00Z,2442336,7890,70045,157,0.0287,2372291
2021-03-01T00:00:00Z,2447068,4732,70105,60,0.0286,2376963
2021-03-02T00:00:00Z,2451011,3943,70463,358,0.0287,2380548
2021-03-03T00:00:00Z,2460030,9019,70881,418,0.0288,2389149
2021-03-04T00:00:00Z,2471942,11912,71240,359,0.0288,2400702
2021-03-05T00:00:00Z,2482522,10580,71504,264,0.0288,2411018
2021-03-06T00:00:00Z,2492079,9557,71804,300,0.0288,2420275
2021-03-07T00:00:00Z,2500182,8103,71900,96,0.0288,2428282
2021-03-08T00:00:00Z,2505193,5011,71934,34,0.0287,2433259
2021-03-09T00:00:00Z,2509445,4252,72189,255,0.0288,2437256
2021-03-10T00:00:00Z,2518591,9146,72489,300,0.0288,2446102
2021-03-11T00:00:00Z,2532947,14356,72810,321,0.0287,2460137
2021-03-12T00:00:00Z,2545781,12834,73062,252,0.0287,2472719
2021-03-13T00:00:00Z,2558455,12674,73301,239,0.0287,2485154
2021-03-14T00:00:00Z,2569245,10790,73371,70,0.0286,2495874
2021-03-15T00:00:00Z,2575849,6604,73418,47,0.0285,2502431
2021-03-16T00:00:00Z,2581329,5480,73656,238,0.0285,2507673
2021-03-17T00:00:00Z,2594764,13435,73905,249,0.0285,2520859
2021-03-18T00:00:00Z,2612268,17504,74132,227,0.0284,2538136
2021-03-19T00:00:00Z,2629750,17482,74358,226,0.0283,2555392
2021-03-20T00:00:00Z,2645783,16033,74565,207,0.0282,2571218
2021-03-21T00:00:00Z,2659516,13733,74664,99,0.0281,2584852
2021-03-22T00:00:00Z,2667225,7709,74714,50,0.028,2592511
2021-03-23T00:00:00Z,2674710,7485,74964,250,0.028,2599746
2021-03-24T00:00:00Z,2690523,15813,75212,248,0.028,2615311
2021-03-25T00:00:00Z,2713180,22657,75440,228,0.0278,2637740
2021-03-26T00:00:00Z,2734753,21573,75623,183,0.0277,2659130
2021-03-27T00:00:00Z,2755225,20472,75780,157,0.0275,2679445
2021-03-28T00:00:00Z,2772401,17176,75870,90,0.0274,2696531
2021-03-29T00:00:00Z,2782273,9872,75913,43,0.0273,2706360
2021-03-30T00:00:00Z,2791822,9549,76093,180,0.0273,2715729
2021-03-31T00:00:00Z,2808873,17051,76342,249,0.0272,2732531
2021-04-01T00:00:00Z,2833173,24300,76543,201,0.027,2756630
2021-04-02T00:00:00Z,2855061,21888,76775,232,0.0269,2778286
2021-04-03T00:00:00Z,2873190,18129,76895,120,0.0268,2796295
2021-04-04T00:00:00Z,2885386,12196,76963,68,0.0267,2808423
2021-04-05T00:00:00Z,2893883,8497,77013,50,0.0266,2816870
2021-04-06T00:00:00Z,2900768,6885,77103,90,0.0266,2823665
2021-04-07T00:00:00Z,2910445,9677,77401,298,0.0266,2833044
2021-04-08T00:00:00Z,2930852,20407,77707,306,0.0265,2853145
2021-04-09T00:00:00Z,2956316,25464,78003,296,0.0264,2878313
2021-04-10T00:00:00Z,2980413,24097,78249,246,0.0263,2902164
2021-04-11T00:00:00Z,2998268,17855,78353,104,0.0261,2919915
2021-04-12T00:00:00Z,3011513,13245,78452,99,0.0261,2933061
2021-04-13T00:00:00Z,3022323,10810,78746,294,0.0261,2943577
2021-04-14T00:00:00Z,3044016,21693,79088,342,0.026,2964928
2021-04-15T00:00:00Z,3073442,29426,79381,293,0.0258,2994061
2021-04-16T00:00:00Z,3099273,25831,79628,247,0.0257,3019645
2021-04-17T00:00:00Z,3123077,23804,79847,219,0.0256,3043230
2021-04-18T00:00:00Z,3142262,19185,79914,67,0.0254,3062348
2021-04-19T00:00:00Z,3153699,11437,80006,92,0.0254,3073693
2021-04-20T00:00:00Z,3163308,9609,80303,297,0.0254,3083005
2021-04-21T00:00:00Z,3188192,24884,80634,331,0.0253,3107558
2021-04-22T00:00:00Z,3217710,29518,80893,259,0.0251,3136817
2021-04-23T00:00:00Z,3245253,27543,81158,265,0.025,3164095
2021-04-24T00:00:00Z,3268645,23392,81444,286,0.0249,3187201
2021-04-25T00:00:00Z,3287418,18773,81564,120,0.0248,3205854
2021-04-26T00:00:00Z,3299325,11907,81624,60,0.0247,3217701
2021-04-27T00:00:00Z,3310301,10976,81968,344,0.0248,3228333
2021-04-28T00:00:00Z,3332532,22231,82280,312,0.0247,3250252
2021-04-29T00:00:00Z,3357268,24736,82544,264,0.0246,3274724
2021-04-30T00:00:00Z,3381597,24329,82850,306,0.0245,3298747
2021-05-01T00:00:00Z,3400532,18935,83082,232,0.0244,3317450
2021-05-02T00:00:00Z,3416822,16290,83192,110,0.0243,3333630
2021-05-03T00:00:00Z,3425982,9160,83276,84,0.0243,3342706
2021-05-04T00:00:00Z,3433516,7534,83591,315,0.0243,3349925
2021-05-05T00:00:00Z,3451550,18034,83876,285,0.0243,3367674
2021-05-06T00:00:00Z,3473503,21953,84126,250,0.0242,3389377
2021-05-07T00:00:00Z,3491988,18485,84410,284,0.0242,3407578
2021-05-08T00:00:00Z,3507673,15685,84648,238,0.0241,3423025
2021-05-09T00:00:00Z,3520329,12656,84775,127,0.0241,3435554
2021-05-10T00:00:00Z,3527251,6922,84829,54,0.024,3442422
2021-05-11T00:00:00Z,3533376,6125,85112,283,0.0241,3448264
2021-05-12T00:00:00Z,3548285,14909,85380,268,0.0241,3462905
2021-05-13T00:00:00Z,3565704,17419,85658,278,0.024,3480046
2021-05-14T00:00:00Z,3577040,11336,85848,190,0.024,3491192
2021-05-15T00:00:00Z,3584934,7894,86025,177,0.024,3498909
2021-05-16T00:00:00Z,3593434,8500,86096,71,0.024,3507338
2021-05-17T00:00:00Z,3598846,5412,86160,64,0.0239,3512686
2021-05-18T00:00:00Z,3603055,4209,86381,221,0.024,3516674
2021-05-19T00:00:00Z,3614095,11040,86665,284,0.024,3527430
2021-05-20T00:00:00Z,3626393,12298,86902,237,0.024,3539491
2021-05-21T00:00:00Z,3635162,8769,87128,226,0.024,3548034
2021-05-22T00:00:00Z,3642244,7082,87298,170,0.024,3554946
2021-05-23T00:00:00Z,3648958,6714,87380,82,0.0239,3561578
2021-05-24T00:00:00Z,3651640,2682,87423,43,0.0239,3564217
2021-05-25T00:00:00Z,3653551,1911,87456,33,0.0239,3566095
2021-05-26T00:00:00Z,3656177,2626,87726,270,0.024,3568451
2021-05-27T00:00:00Z,3662490,6313,87995,269,0.024,3574495
2021-05-28T00:00:00Z,3669870,7380,88187,192,0.024,3581683
2021-05-29T00:00:00Z,3675296,5426,88350,163,0.024,3586946
2021-05-30T00:00:00Z,3679148,3852,88406,56,0.024,3590742
2021-05-31T00:00:00Z,3681126,1978,88442,36,0.024,3592684
2021-06-01T00:00:00Z,3682911,1785,88595,153,0.0241,3594316
2021-06-02T00:00:00Z,3687828,4917,88774,179,0.0241,3599054
2021-06-03T00:00:00Z,3692468,4640,88940,166,0.0241,3603528
2021-06-04T00:00:00Z,3695633,3165,89026,86,0.0241,3606607
2021-06-05T00:00:00Z,3697927,2294,89148,122,0.0241,3608779
2021-06-06T00:00:00Z,3700367,2440,89222,74,0.0241,3611145
2021-06-07T00:00:00Z,3701484,1117,89244,22,0.0241,3612240
2021-06-08T00:00:00Z,3702688,1204,89384,140,0.0241,3613304
2021-06-09T00:00:00Z,3705942,3254,89491,107,0.0241,3616451
2021-06-10T00:00:00Z,3709129,3187,89585,94,0.0242,3619544
2021-06-11T00:00:00Z,3711569,2440,89687,102,0.0242,3621882
2021-06-12T00:00:00Z,3713480,1911,89816,129,0.0242,3623664
2021-06-13T00:00:00Z,3714969,1489,89834,18,0.0242,3625135
2021-06-14T00:00:00Z,3715518,549,89844,10,0.0242,3625674
2021-06-15T00:00:00Z,3716170,652,89937,93,0.0242,3626233
2021-06-16T00:00:00Z,3717625,1455,90074,137,0.0242,3627551
2021-06-17T00:00:00Z,3718955,1330,90179,105,0.0242,3628776
2021-06-18T00:00:00Z,3720031,1076,90270,91,0.0243,3629761
2021-06-19T00:00:00Z,3721139,1108,90369,99,0.0243,3630770
2021-06-20T00:00:00Z,3721981,842,90385,16,0.0243,3631596
2021-06-21T00:00:00Z,3722327,346,90395,10,0.0243,3631932
2021-06-22T00:00:00Z,3722782,455,90472,77,0.0243,3632310
2021-06-23T00:00:00Z,3723798,1016,90523,51,0.0243,3633275
2021-06-24T00:00:00Z,3724806,1008,90616,93,0.0243,3634190
2021-06-25T00:00:00Z,3725580,774,90678,62,0.0243,3634902
2021-06-26T00:00:00Z,3726172,592,90746,68,0.0244,3635426
2021-06-27T00:00:00Z,3726710,538,90754,8,0.0244,3635956
2021-06-28T00:00:00Z,3726929,219,90762,8,0.0244,3636167
2021-06-29T00:00:00Z,3727333,404,90819,57,0.0244,3636514
2021-06-30T00:00:00Z,3728141,808,90875,56,0.0244,3637266
2021-07-01T00:00:00Z,3729033,892,90938,63,0.0244,3638095
2021-07-02T00:00:00Z,3729682,649,91007,69,0.0244,3638675
2021-07-03T00:00:00Z,3730353,671,91023,16,0.0244,3639330
2021-07-04T00:00:00Z,3730912,559,91030,7,0.0244,3639882
2021-07-05T00:00:00Z,3731124,212,91031,1,0.0244,3640093
2021-07-06T00:00:00Z,3731564,440,91062,31,0.0244,3640502
2021-07-07T00:00:00Z,3732549,985,91110,48,0.0244,3641439
2021-07-08T00:00:00Z,3733519,970,91141,31,0.0244,3642378
2021-07-09T00:00:00Z,3734468,949,91190,49,0.0244,3643278
2021-07-10T00:00:00Z,3735420,952,91225,35,0.0244,3644195
2021-07-11T00:00:00Z,3736165,745,91231,6,0.0244,3644934
2021-07-12T00:00:00Z,3736489,324,91233,2,0.0244,3645256
2021-07-13T00:00:00Z,3737135,646,91259,26,0.0244,3645876
2021-07-14T00:00:00Z,3738683,1548,91287,28,0.0244,3647396
2021-07-15T00:00:00Z,3740325,1642,91319,32,0.0244,3649006
2021-07-16T00:00:00Z,3741781,1456,91337,18,0.0244,3650444
2021-07-17T00:00:00Z,3743389,1608,91359,22,0.0244,3652030
2021-07-18T00:00:00Z,3744681,1292,91362,3,0.0244,3653319
2021-07-19T00:00:00Z,3745227,546,91363,1,0.0244,3653864
2021-07-20T00:00:00Z,3746410,1183,91397,34,0.0244,3655013
2021-07-21T00:00:00Z,3748613,2203,91416,19,0.0244,3657197
2021-07-22T00:00:00Z,3750503,1890,91458,42,0.0244,3659045
2021-07-23T00:00:00Z,3752592,2089,91492,34,0.0244,3661100
2021-07-24T00:00:00Z,3754511,1919,91520,28,0.0244,3662991
2021-07-25T00:00:00Z,3755898,1387,91524,4,0.0244,3664374
2021-07-26T00:00:00Z,3756856,958,91527,3,0.0244,3665329
2021-07-27T00:00:00Z,3758401,1545,91565,38,0.0244,3666836
2021-07-28T00:00:00Z,3761169,2768,91586,21,0.0244,3669583
2021-07-29T00:00:00Z,3764311,3142,91607,21,0.0243,3672704
2021-07-30T00:00:00Z,3766765,2454,91637,30,0.0243,3675128
2021-07-31T00:00:00Z,3769165,2400,91658,21,0.0243,3677507
2021-08-01T00:00:00Z,3771262,2097,91659,1,0.0243,3679603
2021-08-02T00:00:00Z,3772109,847,91660,1,0.0243,3680449
2021-08-03T00:00:00Z,3773875,1766,91679,19,0.0243,3682196
2021-08-04T00:00:00Z,3777446,3571,91704,25,0.0243,3685742
2021-08-05T00:00:00Z,3780985,3539,91730,26,0.0243,3689255
2021-08-06T00:00:00Z,3784433,3448,91754,24,0.0242,3692679
2021-08-07T00:00:00Z,3787639,3206,91778,24,0.0242,3695861
2021-08-08T00:00:00Z,3790766,3127,91782,4,0.0242,3698984
2021-08-09T00:00:00Z,3791949,1183,91784,2,0.0242,3700165
2021-08-10T00:00:00Z,3794429,2480,91803,19,0.0242,3702626
2021-08-11T00:00:00Z,3799425,4996,91817,14,0.0242,3707608
2021-08-12T00:00:00Z,3805063,5638,91834,17,0.0241,3713229
2021-08-13T00:00:00Z,3810641,5578,91853,19,0.0241,3718788
2021-08-14T00:00:00Z,3816285,5644,91864,11,0.0241,3724421
2021-08-15T00:00:00Z,3821013,4728,91867,3,0.024,3729146
2021-08-16T00:00:00Z,3823139,2126,91871,4,0.024,3731268
2021-08-17T00:00:00Z,3827051,3912,91899,28,0.024,3735152
2021-08-18T00:00:00Z,3835375,8324,91921,22,0.024,3743454
2021-08-19T00:00:00Z,3843775,8400,91943,22,0.0239,3751832
2021-08-20T00:00:00Z,3853055,9280,91956,13,0.0239,3761099
2021-08-21T00:00:00Z,3861147,8092,91973,17,0.0238,3769174
2021-08-22T00:00:00Z,3868197,7050,91976,3,0.0238,3776221
2021-08-23T00:00:00Z,3871865,3668,91980,4,0.0238,3779885
2021-08-24T00:00:00Z,3877612,5747,92022,42,0.0237,3785590
2021-08-25T00:00:00Z,3889173,11561,92061,39,0.0237,3797112
2021-08-26T00:00:00Z,3901799,12626,92082,21,0.0236,3809717
2021-08-27T00:00:00Z,3913828,12029,92096,14,0.0235,3821732
2021-08-28T00:00:00Z,3924131,10303,92118,22,0.0235,3832013
2021-08-29T00:00:00Z,3932547,8416,92130,12,0.0234,3840417
2021-08-30T00:00:00Z,3937106,4559,92140,10,0.0234,3844966
2021-08-31T00:00:00Z,3942856,5750,92200,60,0.0234,3850656
2021-09-01T00:00:00Z,3956387,13531,92223,23,0.0233,3864164
2021-09-02T00:00:00Z,3970102,13715,92256,33,0.0232,3877846
2021-09-03T00:00:00Z,3984353,14251,92301,45,0.0232,3892052
2021-09-04T00:00:00Z,3995188,10835,92325,24,0.0231,3902863
2021-09-05T00:00:00Z,4005641,10453,92346,21,0.0231,3913295
2021-09-06T00:00:00Z,4010390,4749,92354,8,0.023,3918036
2021-09-07T00:00:00Z,4017116,6726,92413,59,0.023,3924703
2021-09-08T00:00:00Z,4030681,13565,92448,35,0.0229,3938233
2021-09-09T00:00:00Z,4046112,15431,92498,50,0.0229,3953614
2021-09-10T00:00:00Z,4059081,12969,92553,55,0.0228,3966528
2021-09-11T00:00:00Z,4070295,11214,92598,45,0.0227,3977697
2021-09-12T00:00:00Z,4077640,7345,92606,8,0.0227,3985034
2021-09-13T00:00:00Z,4083151,5511,92618,12,0.0227,3990533
2021-09-14T00:00:00Z,4089476,6325,92686,68,0.0227,3996790
2021-09-15T00:00:00Z,4101931,12455,92769,83,0.0226,4009162
2021-09-16T00:00:00Z,4114856,12925,92837,68,0.0226,4022019
2021-09-17T00:00:00Z,4125878,11022,92857,20,0.0225,4033021
2021-09-18T00:00:00Z,4134779,8901,92920,63,0.0225,4041859
2021-09-19T00:00:00Z,4142116,7337,92958,38,0.0224,4049158
2021-09-20T00:00:00Z,4145852,3736,92971,13,0.0224,4052881
2021-09-21T00:00:00Z,4150516,4664,93052,81,0.0224,4057464
2021-09-22T00:00:00Z,4160970,10454,93123,71,0.0224,4067847
2021-09-23T00:00:00Z,4171666,10696,93238,115,0.0224,4078428
2021-09-24T00:00:00Z,4181393,9727,93303,65,0.0223,4088090
2021-09-25T00:00:00Z,4188604,7211,93365,62,0.0223,4095239
2021-09-26T00:00:00Z,4196378,7774,93393,28,0.0223,4102985
2021-09-27T00:00:00Z,4199400,3022,93403,10,0.0222,4105997
2021-09-28T00:00:00Z,4203571,4171,93504,101,0.0222,4110067
2021-09-29T00:00:00Z,4215351,11780,93571,67,0.0222,4121780
2021-09-30T00:00:00Z,4227501,12150,93638,67,0.0221,4133863
2021-10-01T00:00:00Z,4237619,10118,93711,73,0.0221,4143908
2021-10-02T00:00:00Z,4246136,8517,93777,66,0.0221,4152359
2021-10-03T00:00:00Z,4252300,6164,93786,9,0.0221,4158514
2021-10-04T00:00:00Z,4255388,3088,93793,7,0.022,4161595
2021-10-05T00:00:00Z,4260187,4799,93883,90,0.022,4166304
2021-10-06T00:00:00Z,4271734,11547,93959,76,0.022,4177775
2021-10-07T00:00:00Z,4283378,11644,94027,68,0.022,4189351
2021-10-08T00:00:00Z,4293807,10429,94113,86,0.0219,4199694
2021-10-09T00:00:00Z,4302661,8854,94178,65,0.0219,4208483
2021-10-10T00:00:00Z,4310273,7612,94202,24,0.0219,4216071
2021-10-11T00:00:00Z,4313384,3111,94209,7,0.0218,4219175
2021-10-12T00:00:00Z,4318355,4971,94297,88,0.0218,4224058
2021-10-13T00:00:00Z,4330258,11903,94389,92,0.0218,4235869
2021-10-14T00:00:00Z,4342640,12382,94461,72,0.0218,4248179
2021-10-15T00:00:00Z,4354158,11518,94526,65,0.0217,4259632
2021-10-16T00:00:00Z,4365107,10949,94601,75,0.0217,4270506
2021-10-17T00:00:00Z,4373789,8682,94618,17,0.0216,4279171
2021-10-18T00:00:00Z,4377845,4056,94628,10,0.0216,4283217
2021-10-19T00:00:00Z,4384616,6771,94716,88,0.0216,4289900
2021-10-20T00:00:00Z,4401631,17015,94808,92,0.0215,4306823
2021-10-21T00:00:00Z,4417708,16077,94875,67,0.0215,4322833
2021-10-22T00:00:00Z,4437280,19572,94991,116,0.0214,4342289
2021-10-23T00:00:00Z,4452425,15145,95077,86,0.0214,4357348
2021-10-24T00:00:00Z,4466157,13732,95100,23,0.0213,4371057
2021-10-25T00:00:00Z,4472730,6573,95117,17,0.0213,4377613
2021-10-26T00:00:00Z,4483203,10473,95245,128,0.0212,4387958
2021-10-27T00:00:00Z,4506415,23212,95359,114,0.0212,4411056
2021-10-28T00:00:00Z,4534452,28037,95485,126,0.0211,4438967
2021-10-29T00:00:00Z,4559120,24668,95606,121,0.021,4463514
2021-10-30T00:00:00Z,4580663,21543,95696,90,0.0209,4484967
2021-10-31T00:00:00Z,4597550,16887,95729,33,0.0208,4501821
2021-11-01T00:00:00Z,4607208,9658,95752,23,0.0208,4511456
2021-11-02T00:00:00Z,4618021,10813,95833,81,0.0208,4522188
2021-11-03T00:00:00Z,4638419,20398,96027,194,0.0207,4542392
2021-11-04T00:00:00Z,4672368,33949,96192,165,0.0206,4576176
2021-11-05T00:00:00Z,4709488,37120,96346,154,0.0205,4613142
2021-11-06T00:00:00Z,4743490,34002,96488,142,0.0203,4647002
2021-11-07T00:00:00Z,4767033,23543,96525,37,0.0202,4670508
2021-11-08T00:00:00Z,4782546,15513,96558,33,0.0202,4685988
2021-11-09T00:00:00Z,4804378,21832,96727,169,0.0201,4707651
2021-11-10T00:00:00Z,4844054,39676,96963,236,0.02,4747091
2021-11-11T00:00:00Z,4894250,50196,97198,235,0.0199,4797052
2021-11-12T00:00:00Z,4942890,48640,97389,191,0.0197,4845501
2021-11-13T00:00:00Z,4987971,45081,97617,228,0.0196,4890354
2021-11-14T00:00:00Z,5021469,33498,97672,55,0.0195,4923797
2021-11-15T00:00:00Z,5045076,23607,97715,43,0.0194,4947361
2021-11-16T00:00:00Z,5077124,32048,97980,265,0.0193,4979144
2021-11-17T00:00:00Z,5129950,52826,98274,294,0.0192,5031676
2021-11-18T00:00:00Z,5195321,65371,98538,264,0.019,5096783
2021-11-19T00:00:00Z,5248291,52970,98739,201,0.0188,5149552
2021-11-20T00:00:00Z,5312215,63924,98987,248,0.0186,5213228
2021-11-21T00:00:00Z,5354942,42727,99062,75,0.0185,5255880
2021-11-22T00:00:00Z,5385585,30643,99124,62,0.0184,5286461
2021-11-23T00:00:00Z,5430911,45326,99433,309,0.0183,5331478
2021-11-24T00:00:00Z,5497795,66884,99768,335,0.0181,5398027
2021-11-25T00:00:00Z,5573756,75961,100119,351,0.018,5473637
2021-11-26T00:00:00Z,5650170,76414,100476,357,0.0178,5549694
2021-11-27T00:00:00Z,5717295,67125,100779,303,0.0176,5616516
2021-11-28T00:00:00Z,5761696,44401,100883,104,0.0175,5660813
2021-11-29T00:00:00Z,5791060,29364,100956,73,0.0174,5690104
2021-11-30T00:00:00Z,5836813,45753,101344,388,0.0174,5735469
2021-12-01T00:00:00Z,5903999,67186,101790,446,0.0172,5802209
2021-12-02T00:00:00Z,5977208,73209,102178,388,0.0171,5875030
2021-12-03T00:00:00Z,6051560,74352,102568,390,0.0169,5948992
2021-12-04T00:00:00Z,6116070,64510,102946,378,0.0168,6013124
2021-12-05T00:00:00Z,6158125,42055,103040,94,0.0167,6055085
2021-12-06T00:00:00Z,6185961,27836,103121,81,0.0167,6082840
2021-12-07T00:00:00Z,6222020,36059,103520,399,0.0166,6118500
2021-12-08T00:00:00Z,6291621,69601,104047,527,0.0165,6187574
2021-12-09T00:00:00Z,6362232,70611,104512,465,0.0164,6257720
