earn,height1,height2,sex,race,hisp,ed,yearbn,height
90000,5,6,2,1,2,14,35,66
0,5,4,2,1,2,16,45,64
57000,5,4,2,1,2,18,43,64
NA,5,8,2,1,2,14,69,68
13800,5,11,1,1,2,14,36,71
30000,5,11,1,1,2,18,53,71
15000,6,0,1,1,2,12,50,72
15000,5,0,2,1,2,14,15,60
31000,5,10,1,1,2,12,61,70
33000,6,2,1,1,2,17,50,74
NA,6,2,1,1,2,8,34,74
30000,5,8,1,1,2,18,29,68
12000,6,2,1,1,2,12,52,74
5000,6,3,1,1,2,12,68,75
21000,5,8,1,1,2,12,31,68
NA,6,0,1,1,2,12,31,72
28000,5,3,2,1,2,18,44,63
NA,5,5,2,1,2,12,54,65
NA,5,11,1,1,2,9,28,71
12000,6,0,1,1,2,12,59,72
19000,5,4,2,1,2,12,44,64
6000,5,3,2,1,2,14,55,63
5300,5,6,2,1,2,13,30,66
NA,5,6,2,2,2,12,69,66
15000,5,1,2,1,2,13,62,61
NA,5,0,1,2,2,2,0,60
NA,6,0,1,1,2,16,21,72
0,5,2,2,1,2,12,61,62
NA,5,5,2,1,2,11,31,65
17000,6,1,1,1,2,12,44,73
NA,5,6,2,2,2,4,16,66
4700,5,6,2,2,2,12,12,66
NA,5,7,2,1,2,12,15,67
0,5,8,2,1,2,12,72,68
9500,5,2,2,1,2,12,25,62
1700,5,5,1,1,2,12,68,65
0,5,3,2,1,2,14,47,63
5400,5,2,2,1,2,12,59,62
10000,5,8,1,1,2,12,59,68
25000,4,11,2,1,2,15,7,59
0,5,2,2,1,2,12,51,62
NA,5,9,1,1,2,13,52,69
NA,5,10,2,1,2,14,57,70
NA,NA,NA,2,1,2,12,99,NA
NA,5,6,1,1,2,8,8,66
0,5,4,2,1,2,9,27,64
NA,4,11,2,1,2,12,8,59
NA,5,2,2,1,2,10,17,62
NA,5,8,1,1,2,12,48,68
NA,4,11,2,1,2,12,29,59
35000,5,8,2,1,2,16,47,68
NA,5,3,2,1,2,11,44,63
28000,5,3,2,1,2,18,46,63
42000,5,3,2,1,2,12,50,63
NA,5,2,2,1,2,12,48,62
45000,5,8,1,1,2,12,32,68
55000,5,4,2,1,2,12,39,64
NA,5,3,2,1,9,12,47,63
NA,5,5,2,1,2,15,51,65
NA,6,0,1,1,2,17,35,72
36000,5,10,2,1,2,16,60,70
NA,5,6,2,1,2,12,9,66
25000,5,10,1,1,2,10,59,70
19000,6,0,1,1,2,12,62,72
38000,5,9,1,1,2,11,40,69
15000,5,3,2,1,2,14,53,63
4500,4,10,2,1,2,5,5,58
96000,5,3,2,1,2,14,63,63
11000,5,3,2,1,2,12,43,63
9000,6,1,1,1,2,15,56,73
5000,5,9,2,1,2,14,66,69
50000,5,10,1,1,2,12,39,70
0,5,6,2,1,2,12,31,66
NA,5,0,2,1,2,15,34,60
0,5,6,2,1,2,16,28,66
6000,5,5,2,1,2,13,46,65
100000,6,0,1,1,2,13,68,72
16500,5,2,2,1,2,13,44,62
NA,6,0,1,1,2,12,36,72
0,5,9,1,1,2,12,72,69
NA,5,5,2,2,2,12,58,65
NA,6,1,1,2,2,14,64,73
NA,5,6,2,2,2,12,50,66
32000,6,0,1,1,2,14,50,72
30000,6,1,1,1,2,18,49,73
10000,5,8,2,1,2,16,48,68
NA,4,11,2,1,2,12,28,59
0,5,4,2,1,2,12,55,64
15000,5,6,2,1,2,12,71,66
NA,5,2,2,1,2,16,99,62
6500,5,0,2,1,2,8,7,60
26000,5,0,2,1,2,18,27,60
17000,5,5,2,1,2,12,31,65
22000,5,3,2,4,2,18,31,63
NA,5,6,2,1,2,12,11,66
10000,5,4,2,1,2,12,49,64
50000,5,11,1,1,2,14,32,71
20000,5,7,1,1,2,12,55,67
NA,5,3,2,1,2,13,53,63
NA,5,3,2,1,2,12,23,63
0,5,7,2,1,2,13,31,67
400,5,3,2,1,2,12,59,63
NA,6,0,1,1,2,12,23,72
16000,5,5,2,1,2,14,31,65
NA,5,6,2,1,2,14,47,66
10000,5,6,2,1,2,12,24,66
14000,5,3,2,1,2,13,32,63
5000,5,5,2,1,2,15,70,65
40000,6,2,1,1,2,16,56,74
5000,5,7,2,1,2,13,35,67
25000,5,8,2,1,2,17,43,68
12000,5,5,2,1,2,12,39,65
58000,5,4,2,1,2,16,56,64
18000,5,8,2,1,2,16,64,68
1000,5,5,1,1,2,12,72,65
21000,6,0,1,1,2,17,43,72
11000,5,6,1,2,2,12,28,66
NA,5,9,1,1,2,7,13,69
13000,5,4,2,1,2,12,54,64
0,5,4,2,1,2,12,37,64
20000,5,0,2,4,2,16,2,60
25000,6,0,1,2,2,12,55,72
NA,5,10,1,1,1,8,16,70
NA,5,0,2,1,2,16,99,60
600,5,4,2,1,2,12,47,64
25000,5,7,1,2,2,14,64,67
NA,5,9,1,1,2,12,99,69
36000,5,8,1,1,2,12,62,68
15000,5,4,2,4,2,13,57,64
NA,5,4,2,1,2,14,54,64
3500,5,6,2,1,2,12,39,66
19005,5,5,2,1,2,16,56,65
62000,5,10,1,1,2,14,36,70
NA,5,9,1,1,2,16,55,69
25000,5,10,1,1,2,12,48,70
50000,5,6,1,1,2,12,38,66
0,5,4,2,1,2,12,62,64
0,5,6,2,1,2,13,64,66
40000,5,6,1,1,2,12,29,66
26000,6,2,1,1,2,18,64,74
NA,5,6,2,1,2,12,18,66
NA,5,8,1,1,2,14,34,68
22000,5,2,2,1,2,12,42,62
21000,5,6,2,1,2,17,51,66
6108,5,2,2,1,2,12,25,62
30000,5,5,2,2,2,18,26,65
NA,5,6,2,1,2,11,22,66
NA,5,4,2,1,2,9,99,64
NA,5,4,2,1,2,12,11,64
6000,5,3,2,1,2,12,12,63
NA,5,6,2,1,2,8,15,66
27000,5,11,1,1,2,16,61,71
NA,5,4,2,1,1,10,64,64
4000,5,6,2,1,2,16,48,66
NA,5,6,2,1,2,17,31,66
4416,5,2,2,9,2,6,18,62
NA,5,6,2,1,2,12,51,66
NA,5,4,2,2,2,9,28,64
NA,5,7,2,1,2,16,57,67
0,5,2,2,1,2,12,14,62
5000,5,3,2,1,2,10,3,63
0,5,5,2,1,2,9,15,65
45000,5,7,1,1,2,18,50,67
18000,5,1,2,1,2,14,45,61
6000,5,6,2,1,2,15,68,66
0,5,1,2,1,2,12,41,61
14000,6,0,1,1,2,12,66,72
35000,5,9,2,1,2,14,66,69
NA,5,6,2,1,2,12,49,66
15000,5,4,2,1,2,16,61,64
12000,5,3,2,2,2,12,61,63
1000,5,0,2,1,2,12,43,60
32000,5,10,1,2,2,15,57,70
NA,5,6,2,1,2,15,65,66
NA,5,9,1,1,2,17,54,69
NA,6,0,1,1,2,12,70,72
1500,6,1,1,1,2,12,71,73
NA,5,4,2,1,2,12,72,64
NA,5,6,2,1,2,13,71,66
3000,5,5,2,2,2,16,67,65
NA,5,11,1,1,2,15,48,71
35000,5,4,2,1,2,12,48,64
0,5,3,2,1,2,12,45,63
0,5,3,2,1,2,16,61,63
70000,6,0,1,1,2,15,42,72
21000,5,7,2,1,2,16,62,67
50000,5,9,1,1,2,11,72,69
15000,5,11,1,1,2,9,69,71
0,5,8,1,1,1,10,72,68
NA,5,4,2,1,2,12,60,64
0,6,1,1,2,2,12,70,73
NA,5,2,2,2,2,9,27,62
9000,5,6,2,2,2,8,55,66
NA,5,8,1,1,2,12,53,68
NA,5,4,2,2,2,14,27,64
10000,5,3,2,2,2,14,65,63
0,5,5,2,1,2,12,30,65
NA,5,6,2,2,2,18,47,66
NA,5,4,1,1,2,12,9,64
30000,5,11,1,1,2,12,43,71
16000,6,0,1,1,2,14,69,72
20000,5,8,1,1,2,12,39,68
0,5,4,2,1,2,12,45,64
100000,6,0,1,1,2,17,36,72
NA,6,0,1,1,2,12,21,72
10000,5,6,2,1,2,12,47,66
NA,6,0,2,1,2,18,55,72
35000,5,6,1,1,2,14,27,66
7000,5,5,2,1,2,16,59,65
0,5,5,2,1,2,12,28,65
0,5,6,2,1,2,12,38,66
0,5,5,2,1,2,11,52,65
8000,5,11,1,2,2,14,63,71
11000,6,2,1,1,2,10,40,74
25000,5,10,1,1,2,9,43,70
25000,5,4,2,1,2,14,45,64
30000,5,9,1,1,2,14,42,69
NA,5,3,2,1,2,12,61,63
0,5,6,1,1,2,12,64,66
48000,5,3,2,1,2,18,56,63
17000,5,8,2,1,2,12,44,68
NA,5,6,1,1,2,12,21,66
NA,6,6,1,1,2,12,26,78
0,5,11,2,1,2,8,20,71
NA,5,10,1,1,2,16,62,70
NA,6,0,1,1,2,16,67,72
26000,6,1,1,1,2,16,66,73
NA,5,9,1,1,2,12,58,69
10000,5,3,2,1,2,12,29,63
NA,5,2,2,1,2,18,40,62
0,5,5,2,1,2,11,33,65
NA,5,6,2,1,2,12,31,66
60000,5,11,1,1,2,18,37,71
22000,5,5,2,1,2,18,61,65
NA,5,2,2,1,2,12,70,62
NA,5,10,1,1,2,12,13,70
NA,5,4,2,1,2,12,26,64
NA,6,0,1,1,2,16,46,72
6200,5,4,2,1,2,13,7,64
24000,5,5,2,1,2,16,58,65
20000,5,11,1,1,2,14,50,71
7000,5,10,2,1,2,14,60,70
0,6,1,1,2,2,12,71,73
NA,5,7,2,1,2,15,61,67
NA,5,2,2,1,2,12,30,62
30000,5,8,2,2,2,16,42,68
23000,5,6,2,1,2,18,62,66
20000,5,4,2,1,2,12,50,64
3000,5,6,2,1,2,16,61,66
0,5,3,2,1,2,12,59,63
30000,5,10,1,1,2,16,49,70
NA,5,6,2,1,2,12,67,66
12000,5,4,2,1,2,14,67,64
NA,5,6,2,1,2,5,17,66
0,5,6,2,1,2,7,49,66
NA,5,9,1,1,2,15,69,69
0,5,3,2,1,2,10,53,63
40000,5,11,1,1,2,12,52,71
15000,5,4,2,1,2,14,67,64
NA,6,1,1,1,2,8,26,73
NA,5,2,2,1,2,12,61,62
36000,5,3,2,1,2,16,45,63
10000,5,6,2,1,2,12,37,66
NA,5,10,2,1,2,14,65,70
0,5,3,2,1,2,11,25,63
13000,5,8,2,1,2,14,42,68
0,5,5,2,1,2,12,31,65
0,5,1,2,1,2,14,49,61
10000,5,2,2,2,2,12,63,62
30000,5,9,1,2,1,12,53,69
NA,5,9,1,1,2,11,72,69
NA,5,5,2,1,2,12,57,65
23000,5,4,1,1,2,13,58,64
20000,5,10,1,1,2,17,22,70
19000,5,5,2,1,2,13,8,65
NA,5,8,2,1,2,16,30,68
20000,5,1,1,2,2,11,24,61
28000,5,4,1,2,2,14,27,64
13000,5,5,2,1,2,10,10,65
12000,5,4,1,1,2,12,15,64
NA,5,3,2,1,2,18,54,63
20000,5,9,1,1,2,11,67,69
NA,5,6,2,1,2,14,28,66
NA,6,0,1,1,2,8,25,72
NA,5,1,2,1,2,8,12,61
25000,6,2,1,1,2,12,60,74
NA,5,11,1,1,2,12,68,71
25000,5,8,2,1,2,13,38,68
0,5,8,2,1,2,12,56,68
0,5,5,2,1,2,14,49,65
18000,5,7,2,1,2,16,50,67
0,5,5,2,1,2,12,72,65
0,5,4,2,1,2,18,44,64
6000,5,2,2,1,2,10,22,62
16000,6,0,1,1,2,13,67,72
45000,6,1,1,1,2,16,52,73
NA,5,0,2,1,2,12,60,60
25000,5,10,1,1,2,14,21,70
12000,5,4,2,1,2,14,52,64
2000,5,8,2,1,2,12,72,68
NA,5,2,2,1,2,17,47,62
NA,5,2,2,1,2,10,19,62
10000,5,3,2,1,2,12,72,63
NA,5,0,2,1,2,17,49,60
14000,5,11,1,1,2,12,54,71
15000,5,4,2,1,2,12,59,64
0,5,7,2,1,2,11,53,67
10000,5,0,2,1,2,12,51,60
NA,5,4,2,1,2,10,20,64
1200,5,6,2,1,2,4,26,66
NA,5,4,2,1,2,12,16,64
15000,4,11,2,1,2,14,28,59
10000,5,3,2,1,2,13,26,63
2000,5,6,1,1,2,12,72,66
0,5,6,2,1,2,12,55,66
NA,5,10,1,3,2,18,61,70
4000,5,5,2,1,2,13,57,65
NA,5,10,1,1,2,8,32,70
10000,5,4,2,1,2,14,58,64
NA,5,5,2,1,2,12,8,65
NA,5,1,2,1,2,13,68,61
NA,5,6,2,1,2,12,62,66
NA,5,1,2,1,1,16,68,61
1500,5,6,2,1,2,12,67,66
18000,5,6,1,9,1,17,64,66
4000,6,1,1,1,2,15,66,73
28000,6,0,1,1,2,16,64,72
10000,6,2,2,1,2,14,68,74
3000,5,5,2,1,2,16,68,65
0,5,4,2,1,2,14,59,64
NA,5,2,2,1,2,18,22,62
12000,5,11,1,1,2,12,69,71
NA,5,2,2,1,2,12,13,62
19000,5,8,2,1,2,13,45,68
0,5,1,2,1,2,12,57,61
36000,5,10,1,1,2,16,51,70
7000,5,4,2,1,2,16,31,64
35000,4,11,2,1,2,11,56,59
NA,5,10,1,1,2,8,25,70
NA,5,5,2,1,2,12,56,65
40000,5,8,1,1,2,18,47,68
15000,5,8,1,1,2,14,65,68
8000,5,9,2,1,2,13,47,69
25000,5,9,2,1,2,14,35,69
NA,6,0,1,1,2,12,67,72
28000,6,3,1,1,2,18,52,75
22000,5,9,1,1,2,14,55,69
NA,5,11,1,1,2,14,59,71
21500,6,0,1,2,2,13,66,72
3000,5,8,2,1,2,12,67,68
NA,5,4,2,3,2,12,68,64
23000,6,0,1,1,2,13,62,72
NA,5,6,2,1,2,18,49,66
18000,6,0,1,1,2,12,17,72
NA,5,7,1,1,1,8,70,67
20000,5,7,1,1,2,16,19,67
NA,5,6,2,1,2,14,31,66
NA,6,0,1,1,2,14,18,72
NA,5,4,2,1,2,13,21,64
16000,5,3,2,1,1,12,44,63
15000,5,9,1,1,2,12,64,69
53000,5,3,2,9,1,17,58,63
NA,5,10,1,1,1,17,34,70
26000,6,0,1,1,2,12,63,72
NA,5,10,2,1,2,12,57,70
4000,5,5,2,4,2,12,62,65
10000,6,1,1,1,2,16,31,73
NA,6,3,1,1,2,12,57,75
43000,5,9,1,1,2,12,39,69
NA,5,3,2,1,2,5,12,63
17000,5,9,1,3,2,14,57,69
4000,5,1,2,1,1,12,52,61
NA,5,11,1,1,2,18,35,71
NA,6,0,1,1,1,13,67,72
NA,5,5,2,1,2,16,58,65
NA,5,6,2,1,2,15,52,66
50000,6,1,1,1,2,15,42,73
NA,5,4,2,1,2,18,34,64
55000,5,7,2,1,2,18,39,67
28000,5,3,2,1,2,16,49,63
0,5,6,2,1,2,12,42,66
NA,6,0,1,1,2,7,21,72
NA,5,4,2,1,2,12,58,64
5000,5,2,2,1,2,14,42,62
18000,5,5,2,1,2,13,41,65
21000,6,0,1,1,1,15,28,72
NA,4,11,2,4,1,9,46,59
12000,5,7,2,1,2,12,57,67
33000,5,5,2,1,1,16,28,65
NA,5,4,2,1,2,16,9,64
50000,6,0,1,1,1,13,26,72
6000,5,5,2,1,1,9,16,65
16000,5,4,2,1,2,14,31,64
35000,5,8,1,1,2,12,40,68
25000,5,8,2,1,2,12,47,68
NA,5,6,2,1,2,17,49,66
20000,6,4,1,1,2,14,64,76
18000,5,3,2,1,2,12,54,63
34000,6,2,1,1,2,14,12,74
NA,5,7,2,1,2,15,14,67
25000,5,8,1,1,2,16,65,68
NA,5,1,2,1,2,14,25,61
NA,5,4,2,1,2,16,36,64
20000,6,0,1,1,2,17,13,72
33000,5,8,1,1,2,12,21,68
NA,5,11,1,1,2,12,24,71
NA,5,3,2,1,2,12,14,63
4000,5,5,2,1,2,12,17,65
NA,5,3,2,1,2,13,37,63
20000,5,0,2,1,2,8,13,60
40000,6,0,1,1,2,16,57,72
NA,5,10,1,1,2,12,30,70
14000,5,4,2,1,2,14,50,64
12000,5,8,2,1,2,12,42,68
25000,5,1,2,1,2,12,59,61
NA,5,3,2,1,2,17,30,63
70000,5,7,2,1,2,10,18,67
38000,5,7,2,1,2,17,35,67
14000,5,3,2,1,2,12,62,63
NA,5,11,1,1,2,18,14,71
0,5,3,2,1,2,15,57,63
15000,5,0,2,1,2,13,53,60
17000,6,2,1,1,2,16,59,74
NA,5,6,2,1,2,15,66,66
60000,5,9,1,1,2,14,24,69
15000,5,7,2,1,2,15,21,67
25000,5,5,1,1,2,16,4,65
18000,5,2,1,1,1,12,27,62
0,5,5,1,1,2,12,35,65
NA,5,4,2,1,2,17,36,64
70000,6,0,1,1,2,18,43,72
0,5,6,2,1,1,11,41,66
30000,5,5,2,1,2,18,31,65
NA,5,7,2,1,2,15,18,67
8000,5,2,2,1,2,12,39,62
30000,5,11,1,1,2,16,56,71
0,5,2,2,1,2,11,64,62
27000,5,11,1,1,2,14,58,71
47000,5,10,1,1,2,18,47,70
12000,5,7,1,1,1,12,68,67
NA,6,0,1,1,2,16,20,72
24000,5,2,2,1,2,17,56,62
13000,5,3,2,1,1,12,55,63
80000,5,1,2,1,2,14,53,61
5000,6,0,1,1,2,12,72,72
0,5,5,2,1,2,12,62,65
25000,5,3,2,1,2,10,30,63
28000,5,6,1,1,2,12,46,66
8000,5,4,2,1,2,15,70,64
10000,5,6,2,1,2,13,39,66
9000,5,8,2,1,2,14,49,68
20000,5,0,2,1,2,12,53,60
12000,5,5,1,1,2,12,19,65
15000,5,5,2,1,2,14,24,65
20000,5,1,2,1,2,14,54,61
NA,5,8,2,1,2,16,35,68
NA,5,0,2,1,2,12,28,60
28000,5,4,2,1,2,14,54,64
265,5,6,2,1,2,15,69,66
35000,5,9,1,1,2,14,16,69
NA,5,7,2,1,2,12,60,67
26000,5,6,2,1,1,14,58,66
27000,5,7,2,1,2,17,56,67
14000,5,8,2,1,2,12,60,68
32000,5,6,1,1,2,16,57,66
10000,5,9,2,1,2,14,58,69
NA,6,0,1,1,2,12,64,72
7000,5,9,1,1,2,16,60,69
28000,5,11,1,1,2,17,44,71
NA,6,2,1,1,2,18,61,74
60000,6,2,1,1,2,13,36,74
NA,5,0,2,1,2,14,21,60
NA,5,5,2,1,2,12,57,65
12000,5,9,1,1,2,4,28,69
NA,5,9,1,2,2,12,68,69
NA,5,4,2,1,2,16,48,64
0,5,5,2,1,2,13,27,65
0,5,5,2,1,2,12,44,65
NA,5,4,2,1,2,12,28,64
15000,6,3,2,1,2,13,15,75
NA,5,5,2,1,2,14,21,65
NA,5,3,2,1,2,16,15,63
NA,6,0,1,1,2,6,9,72
NA,5,0,2,1,2,12,54,60
NA,5,6,2,1,2,17,99,66
15000,6,0,1,1,2,11,27,72
26000,5,4,2,1,2,15,58,64
0,4,11,2,2,2,12,47,59
0,5,11,1,3,2,12,70,71
26000,6,0,1,1,1,16,65,72
18720,5,3,2,2,2,10,54,63
0,5,8,2,2,2,12,68,68
NA,5,2,2,4,2,11,31,62
12000,5,4,2,2,2,12,17,64
80000,5,10,1,1,2,17,51,70
48000,5,6,2,1,2,13,51,66
NA,5,3,2,1,2,18,65,63
18000,5,2,1,3,2,16,63,62
NA,5,4,2,1,2,12,66,64
NA,6,3,1,1,2,9,41,75
85000,5,10,1,1,2,15,25,70
35000,5,4,2,2,2,12,43,64
5000,5,9,1,1,2,16,68,69
9000,5,4,2,1,1,13,68,64
30000,5,7,2,1,2,16,63,67
80000,6,0,1,1,2,14,32,72
35000,5,5,2,1,2,16,58,65
12000,5,3,2,1,2,14,56,63
200000,5,10,1,1,2,18,56,70
4000,5,4,2,1,2,16,45,64
2000,5,8,1,1,2,12,72,68
24000,5,6,2,1,2,18,21,66
2000,5,6,1,1,1,15,67,66
NA,6,1,2,1,2,16,65,73
15000,5,10,1,1,2,17,60,70
NA,5,2,2,1,2,16,61,62
NA,5,10,1,1,2,12,25,70
6000,5,2,2,1,2,12,25,62
5000,5,6,1,1,2,12,15,66
1500,5,6,2,1,1,12,69,66
28000,5,4,2,1,2,18,42,64
9000,5,10,2,1,2,12,55,70
60000,6,2,1,1,2,14,38,74
NA,6,0,1,1,2,16,59,72
1200,5,6,1,1,2,12,71,66
1400,5,2,2,1,1,3,26,62
NA,5,8,2,1,2,16,64,68
7000,5,6,2,1,2,13,47,66
NA,5,6,2,1,2,15,20,66
NA,5,10,1,1,2,12,18,70
21000,5,2,2,1,2,12,59,62
44000,5,9,1,1,2,12,32,69
NA,5,11,1,1,2,12,12,71
29000,5,8,1,2,2,16,54,68
3000,6,0,1,1,1,14,72,72
12000,5,4,1,2,2,13,68,64
0,5,4,2,2,1,16,71,64
0,5,0,2,1,1,9,51,60
20000,6,0,1,1,1,12,62,72
1200,5,2,2,2,2,5,17,62
NA,5,4,2,1,2,12,60,64
37000,6,2,1,1,2,16,65,74
8000,5,6,1,3,2,10,30,66
35000,5,8,1,3,1,16,60,68
NA,5,7,1,1,1,14,67,67
25000,5,2,1,3,2,14,53,62
18000,5,11,2,1,2,10,61,71
30000,5,3,2,2,2,16,54,63
NA,5,6,1,3,2,14,63,66
NA,5,10,1,1,2,8,20,70
20000,5,9,1,1,2,18,21,69
NA,5,3,2,1,2,7,0,63
12000,5,11,1,1,1,6,50,71
0,5,4,2,1,1,12,25,64
10000,5,6,2,1,2,12,22,66
18000,6,0,1,1,2,14,42,72
0,5,2,2,1,1,15,31,62
NA,5,5,2,2,1,12,70,65
NA,5,5,2,2,2,12,47,65
20000,6,0,1,2,2,12,64,72
31000,5,8,2,1,2,16,47,68
NA,5,10,1,2,2,12,34,70
6000,5,4,1,1,1,10,54,64
0,5,4,2,1,2,12,52,64
NA,5,8,1,2,2,12,20,68
12000,5,10,1,1,2,13,50,70
NA,5,3,2,4,2,11,68,63
NA,5,6,2,1,2,13,34,66
13000,5,6,2,1,2,16,57,66
26000,5,7,2,1,2,17,56,67
15000,5,8,2,2,2,11,59,68
30000,5,4,2,1,2,17,62,64
2000,5,5,2,1,2,14,49,65
5000,5,10,1,4,2,13,68,70
53000,5,11,2,1,2,14,64,71
0,5,4,2,1,2,12,54,64
NA,5,10,2,1,2,11,10,70
2000,5,2,2,1,2,13,72,62
25000,5,11,1,1,2,17,61,71
5000,6,2,1,1,2,12,72,74
21000,5,4,2,1,2,13,63,64
NA,5,4,2,1,2,14,71,64
NA,5,11,1,1,2,18,13,71
17000,5,10,2,1,2,15,63,70
NA,6,1,1,1,2,16,68,73
12000,5,4,2,1,2,13,53,64
42000,5,10,1,1,1,14,46,70
21000,6,2,1,1,2,12,57,74
6000,5,3,2,1,1,12,25,63
0,4,11,2,1,1,12,44,59
25000,6,2,1,1,2,14,66,74
3000,5,6,2,1,2,14,71,66
3600,5,5,2,1,2,15,23,65
4000,5,11,1,1,2,12,71,71
20000,5,9,1,1,2,14,32,69
NA,6,0,1,1,2,18,52,72
NA,5,7,2,1,1,16,48,67
NA,5,10,1,1,2,16,39,70
52000,5,0,1,1,2,15,40,60
60000,5,4,2,1,2,12,47,64
15000,5,4,2,1,2,13,49,64
NA,5,3,2,1,2,13,54,63
90000,6,0,1,1,2,16,40,72
NA,5,3,2,1,2,12,52,63
NA,6,0,1,1,1,13,71,72
NA,5,10,2,1,2,12,56,70
NA,5,6,1,1,2,12,14,66
26000,5,1,2,1,2,14,25,61
0,5,2,2,1,1,13,58,62
2000,5,9,1,1,2,12,69,69
16000,5,7,2,1,2,12,29,67
24000,5,5,2,1,1,11,63,65
NA,5,5,2,1,2,12,43,65
15000,5,8,1,1,1,16,62,68
NA,5,11,2,1,2,14,17,71
42000,6,2,1,1,2,17,47,74
0,5,3,2,1,2,15,42,63
NA,5,7,2,1,2,12,18,67
10000,5,5,2,1,2,12,47,65
17000,5,11,1,1,1,13,54,71
30000,5,4,2,1,2,14,56,64
0,5,5,2,1,2,16,68,65
32000,5,9,2,1,2,17,53,69
36000,5,4,2,1,1,17,56,64
10000,6,0,1,1,1,13,70,72
20000,5,3,2,1,2,15,61,63
NA,5,11,1,4,2,10,42,71
24000,5,5,2,1,2,12,61,65
17000,6,0,1,1,2,12,58,72
23000,5,5,2,1,2,14,42,65
25000,5,4,2,1,2,12,57,64
50000,5,11,1,1,2,12,40,71
0,5,3,2,1,2,14,51,63
20000,5,2,2,1,2,12,60,62
30000,5,6,2,1,2,16,57,66
7000,5,4,2,1,2,10,51,64
7000,5,7,1,1,2,10,12,67
30000,5,8,1,1,2,11,58,68
3000,5,6,2,1,2,12,66,66
20000,5,6,2,1,2,14,47,66
40000,5,6,2,1,2,16,31,66
10000,5,7,1,1,2,12,13,67
16000,5,6,1,1,2,12,53,66
11000,5,3,2,1,2,9,39,63
16000,5,8,2,1,2,13,47,68
18000,5,10,1,1,2,12,63,70
NA,5,6,1,1,2,17,23,66
12000,5,3,2,1,2,16,64,63
4000,5,10,1,2,2,14,69,70
60000,6,0,1,1,2,12,45,72
43000,6,3,1,1,2,17,50,75
31000,5,2,2,1,2,14,51,62
50000,5,8,2,1,2,17,51,68
27000,5,8,2,1,2,14,61,68
30000,5,10,1,1,2,17,34,70
12000,6,1,1,2,2,13,69,73
NA,5,6,2,1,2,18,55,66
NA,5,6,1,1,2,18,41,66
0,5,9,2,1,2,16,51,69
20000,5,2,2,1,2,17,60,62
NA,5,3,2,2,2,7,22,63
15000,5,0,2,2,2,12,14,60
25000,5,4,2,3,2,16,53,64
NA,5,8,1,1,1,12,69,68
2000,5,0,2,1,1,6,23,60
NA,5,0,2,1,2,14,22,60
3000,6,1,1,1,1,15,70,73
NA,5,4,2,2,2,16,50,64
110000,5,6,2,3,2,18,42,66
55000,5,9,1,1,2,18,19,69
58000,5,10,1,1,2,18,37,70
10000,5,10,2,1,2,16,54,70
19000,6,0,1,1,2,12,61,72
15000,5,1,2,1,2,18,8,61
8000,5,4,2,1,2,12,57,64
60000,6,0,1,1,2,12,40,72
NA,5,3,2,3,2,14,21,63
6000,5,8,1,1,2,12,63,68
